spotify.id,allmusic.id
8190,16878
8190,16868
8190,16762
8190,16196
8190,16856
8195,16637
8195,16598
8195,16971
8195,16648
17886,6018
17876,19250
8229,24461
8247,24454
20990,6985
8251,2189
8254,7044
13392,26117
17892,2970
20992,9902
8274,10420
13419,30155
13419,1369
13419,29877
13419,34008
13419,33143
13419,29873
13419,29876
13419,1148
13419,34740
13419,30106
21022,9905
21017,9905
13422,515
21026,23715
21026,1565
21026,23678
21026,23123
21026,23799
21026,23787
21026,2952
13440,23715
13440,27334
13440,32944
13440,1565
13440,16774
13440,23678
13440,29631
13440,16772
13440,23123
13440,23799
13440,23787
13440,27165
13440,2952
13440,16656
13440,117
23846,3619
23846,3585
23846,13554
23846,13567
23846,3687
23846,13734
23846,3641
23846,13708
17940,22449
17940,22407
17940,15787
17940,22387
17940,15788
8289,33991
8289,34759
8289,1368
8294,5412
8294,30730
8295,4833
17950,19607
23874,4834
23874,3528
8300,6897
8300,12507
8303,3648
8303,3662
8303,3861
8303,3583
8303,25687
8303,3654
8303,3629
8303,13713
8303,3600
8303,223
8303,25664
8333,32782
8306,32782
8307,20367
8308,1920
23844,14698
23844,2737
23844,11475
23844,15000
23844,11416
23844,14907
23844,14945
8317,10553
8338,22796
8322,24916
8322,33094
8322,14540
8322,22795
8323,2520
8323,14625
8323,14598
8323,18155
8349,6992
8349,5411
8349,30726
8349,25185
23904,3289
23904,32115
18002,3320
18002,6742
8380,10325
8380,33746
8380,33753
23937,413
23937,16317
8381,30769
8422,21589
8395,13525
8395,13717
8395,4240
8395,22679
8395,9906
8395,22589
8395,505
8395,3649
8395,13568
8395,22508
8395,4253
8395,13576
8395,3677
8395,3574
8395,4227
8395,13791
8395,13758
8395,3597
8395,22591
8395,13703
8395,22601
8395,3620
8395,3110
8402,12818
23909,5308
8409,5308
21037,34991
21037,33140
21037,31299
21037,34742
21037,30161
21037,18553
21037,34010
21037,31139
21037,30824
21037,1149
21037,31621
21037,33994
21037,1371
23925,4241
23925,22593
23925,503
23925,10022
23925,4225
23925,22683
23925,22585
23925,5013
23925,22509
23925,25983
8434,34153
23922,7487
8427,30722
8427,4666
8436,22042
8436,32123
8436,2122
8436,22161
8436,22155
18052,25445
13569,10346
13569,24453
23946,5054
18022,23003
18022,19712
8450,1438
13570,12708
8456,12708
23947,27225
23947,22008
8468,35034
8468,12004
23961,27219
23961,26854
23961,2285
23961,27216
23961,26846
23961,22013
23961,8804
8472,1439
8472,21522
8475,6669
23971,30656
8483,19148
8485,25629
8485,16397
8485,19616
23959,27229
23959,27009
23959,26025
23959,27217
23959,22011
23959,32472
23959,31765
23959,8810
23959,32499
23959,2286
23959,26844
8580,21989
8580,21799
13599,21989
13599,21799
8508,937
18092,937
8510,27434
8511,30723
8511,25183
8521,3094
24013,269
23988,22477
8517,5948
8530,8202
8535,12015
24006,19649
23985,7182
21068,10510
8555,22240
8555,7362
8555,22260
8555,22235
8555,22431
8555,22220
8555,23057
8555,22232
8555,22252
8555,23081
8555,22239
8555,22263
8555,22230
18107,20362
18107,35297
18107,5414
18107,3441
21066,33219
21066,2419
21066,724
8558,8138
8558,29498
8559,22163
8559,22156
8559,2119
8559,22174
8559,11255
8560,16334
8560,23058
8560,22435
8560,22244
8560,22218
8560,22238
8560,22233
8560,22253
8560,35334
8560,22375
8560,22243
8560,22225
8560,22255
8560,22430
8560,23050
8560,22247
8560,22228
8560,22256
8560,23086
8560,22241
8560,22257
8560,22325
8560,22261
8560,22236
8560,22246
8560,22258
8560,22227
8560,22380
8560,7371
8563,12147
8563,22989
8563,2774
8563,22919
8563,5522
8563,2346
8568,23114
8568,23120
8568,13103
8568,20880
8568,20898
18069,30395
18069,34914
18069,25087
18069,29857
18069,30419
18069,24627
18069,30441
24063,15248
24063,26542
8622,34525
8622,25048
8622,19815
8654,9197
24058,34036
24058,33436
24058,2099
24058,10708
18145,26034
18145,20424
8604,32495
8604,32491
8604,8805
8604,32051
8604,2659
8615,26020
8670,26020
8646,32538
8646,2227
8646,12144
18125,31110
18125,1827
18125,24641
18125,8917
18125,1828
18125,8918
18125,19641
8652,7485
8652,9201
8647,21575
8653,16350
8653,23061
8653,23059
8656,12179
8656,32210
13667,9316
13667,24133
13667,6906
24105,8018
24105,18889
21110,899
21110,588
21110,898
21110,32766
13772,19747
13772,22785
24082,2806
8755,9964
8782,8971
8782,33718
8782,34218
8782,34147
8782,34229
8782,5573
8782,34222
24091,10248
24091,14422
8720,27399
8720,27400
8720,16352
24073,13552
24073,30680
24073,13548
18196,33520
18196,30237
18196,25592
18196,34786
13758,12722
13758,12685
24140,33875
13836,22306
21168,1013
8825,22574
13811,312
24136,9466
24136,13060
24136,13079
24220,29150
24220,22842
24220,22682
24220,26217
24220,2703
24220,22761
24220,23001
24220,22878
24220,22869
24220,26232
24220,22520
24220,22697
8853,17223
8853,4931
8853,17974
24185,19003
24185,18855
24185,19057
24185,18982
24185,18969
24185,18846
24185,18899
8879,26875
21177,26875
8880,1791
24239,500
24216,26212
24216,22834
8999,22571
8973,7897
8985,34151
8990,35220
8992,22568
8994,22565
8994,27597
13939,22565
13939,27597
13964,34900
18437,19441
14045,6322
9063,20301
9071,31831
14021,31831
21260,9764
9122,22592
9122,6913
9122,22608
9122,22626
21277,699
9117,17194
9117,7071
9124,31248
9124,30780
9124,30814
9127,14316
9127,17679
9127,16520
9127,17705
9127,7829
9127,16452
18426,5900
9194,650
9200,6161
9228,1918
18473,31752
24420,14075
24420,3156
24420,14058
24420,14054
9269,17577
9269,28639
9269,17611
9269,17564
9269,17670
18554,27478
24499,14063
24499,14055
24499,14072
24499,5647
24516,33755
9341,21579
9341,21582
9343,21542
9343,8291
9344,21588
9344,33707
9344,21258
9344,21255
18548,25096
18560,19390
9378,28465
9385,14013
9392,1742
14252,6044
14252,6055
14252,6056
14252,6038
14412,33040
9529,10741
9510,2643
9510,27560
9510,17035
9553,23855
9588,10887
9588,10889
9577,17502
9577,17591
9613,24853
18686,18054
18686,6584
18686,29513
18686,16721
18686,18240
24874,22824
18755,1667
24873,19027
24873,21733
24873,21738
24873,21737
24873,21704
24873,21734
24873,21735
24850,3130
24850,12367
24850,32109
14639,27090
18774,1277
18774,27100
18774,27045
9843,33083
9844,25952
24941,9139
21543,970
18851,28215
25050,28215
9935,22815
9935,22826
9939,2139
9939,3485
9940,1217
10006,23091
18873,19572
10033,19396
10110,32426
10159,31484
10159,19775
10159,1587
10232,7032
10322,32521
14953,33202
21693,15885
10355,4067
10552,21573
10552,21595
10552,21568
21796,29587
10717,28932
25661,5691
10742,8181
10742,31203
10742,1769
10742,1839
10785,634
10762,28952
10787,28943
10789,33827
25776,34031
10936,9911
10984,21477
25801,12412
11029,29534
11036,29529
11096,27590
11182,13128
11244,13131
11244,24813
11497,28884
11576,29204
26667,33644
11854,8764
11927,27480
26819,35646
11967,1741
16417,20570
12057,29230
12139,26731
26987,26731
12149,26405
16669,4016
12395,26652
27354,4115
28152,4115
20817,4023
12502,29031
12522,3387
12545,32387
12545,7204
12545,2587
12545,27160
12549,1267
12549,33939
12549,7212
12568,32402
12568,8249
12568,7207
12550,32402
12550,8249
12550,7207
12555,8179
12555,1142
12555,25940
12555,33954
12555,25435
12555,7203
12555,10076
12555,1273
12555,25928
12555,32384
12555,25978
12555,31207
12555,33956
12555,1843
12577,8
12561,7205
12561,29352
23446,12553
23446,12821
12569,29436
12569,29435
12578,7208
17341,3167
12584,3167
12582,11518
17343,11518
12589,3364
12628,32785
12647,35421
12653,3335
12651,33200
12651,20989
12651,21008
12651,20792
12651,20793
12738,4069
12738,29473
12741,6283
12814,20389
12814,29403
12814,7735
12814,7752
12814,2936
12814,34378
12814,5030
12814,29404
12814,2846
12821,29548
12896,12871
12896,29708
12919,12174
12929,15286
12929,7726
12929,33185
12929,5882
12930,15740
12930,15518
12930,15528
12930,30068
12938,15274
12938,32893
12938,15418
12938,33190
12938,15370
12938,15451
12938,121
12938,15275
12938,17855
12938,15387
12938,8310
12938,15351
12938,12522
12938,35159
12938,32658
12938,33888
12957,20763
12957,11767
12957,20796
12957,11764
12957,21763
12957,3981
12957,15102
12957,20733
12957,20735
12957,3905
12958,11879
12958,23775
12958,33646
12958,30984
12958,18560
12958,14887
12958,31143
12958,14880
12958,34933
12958,15060
12958,29637
12958,15059
12958,12868
12958,14214
12958,34918
12958,29636
12958,35154
12958,15056
12958,14878
12958,15058
12958,10459
12958,14903
12958,35331
12958,33183
12958,32892
12958,35178
12991,12211
12996,15220
12996,30612
12996,31324
12996,31386
12996,29957
13057,11283
13067,3871
13069,31106
23659,2244
23659,16163
23659,16055
23659,23231
23659,23232
13080,35738
13080,31030
13080,34874
13080,30333
13080,30577
13080,2757
13080,34845
13080,29616
13088,18717
13088,16068
13088,15814
13088,23164
13088,23592
13088,396
13088,18749
13088,23280
13088,23271
13088,23570
13088,16174
13113,303
13113,31803
13113,20013
13113,20052
13113,19979
13113,19915
13113,34804
13113,34832
13113,34671
13113,34816
23689,92
23689,8424
23689,34831
23689,19916
23689,4580
23689,20014
23689,4577
23689,10448
23689,19934
23689,34656
23689,20058
13141,92
13141,8424
13141,34831
13141,19916
13141,4580
13141,20014
13141,4577
13141,10448
13141,19934
13141,34656
13141,20058
13140,18185
13140,18190
13140,18207
13140,18276
13140,12742
13140,18333
13140,18310
13140,18175
13140,18342
13144,24225
23712,4574
23712,4579
23712,8423
13155,8447
13155,24559
13155,11591
13155,2267
13168,32660
13168,35180
13168,29687
13164,32660
13164,35180
13164,29687
23729,23196
23729,23205
23729,16140
23729,2235
23729,16017
23725,16016
23725,23174
23725,23185
23725,16139
23725,2233
13183,8706
13196,20205
13221,16945
13234,4890
13234,20214
13241,25580
13252,22424
13256,22426
13256,1816
13260,3916
13260,30345
13260,20222
13262,3896
13264,4814
13264,15954
13264,6910
13264,214
13266,4812
13268,2364
13274,16904
13283,16907
13296,33872
13296,34763
13296,19865
13296,20024
13296,33152
13296,10432
13296,32
13296,32948
13296,34632
13296,35525
13296,34652
13296,19995
13302,33147
13302,3399
13302,35129
13327,17003
13333,33145
13333,26807
13333,35128
13333,31287
13333,7895
13333,21052
13335,10567
13336,1146
13336,19792
13336,30107
13341,1034
13341,29753
13341,34857
13341,34686
13341,1029
13341,947
13341,34858
13341,35204
13341,34888
13342,16901
13342,34964
13346,22418
13346,16923
13346,16440
13400,30732
13400,6900
13359,23107
13360,22416
17872,19259
13378,10693
13378,25911
13378,32001
13378,13109
13378,26119
13399,10693
13399,25911
13399,32001
13399,13109
13399,26119
13379,17832
23831,5104
23831,16105
13397,24127
13397,15949
13397,3750
13397,210
13397,6896
13398,22830
13401,21041
13401,13255
13401,24117
13401,24134
13403,30733
13404,32604
13406,22776
13411,22822
13416,22309
23852,17939
23852,5465
23852,18114
23852,18139
23852,62
23852,17947
13420,21929
13420,21924
13420,22029
13420,21927
13420,21993
13420,21998
13420,21981
13420,21863
13420,21798
23889,34050
23889,2159
23881,24124
23881,9422
23881,13119
23881,6907
13446,30273
13446,13095
13447,24126
13447,9312
13447,34428
13447,13099
13447,6890
13447,6899
13447,13115
13450,22199
23906,7177
23906,7188
13487,2743
13487,22851
23920,34264
23920,10551
13508,9511
13513,19973
13513,9992
13520,4938
13520,22730
13520,22503
13520,22540
13520,29495
23956,3655
23956,25662
23956,25684
23956,3668
23956,222
23974,10930
23974,7179
13533,8042
13533,8890
13533,30148
13533,35114
13547,29186
21050,10999
21050,10946
21050,31490
21050,8304
13563,19732
13563,25974
13564,10952
13565,16378
13565,30437
13565,28998
13565,1860
13565,31286
13565,20103
13565,19902
13565,34733
13565,35120
13565,29737
13565,34713
13565,19917
13565,19947
13565,24645
13565,19975
13565,6763
13565,8154
13565,12454
13565,31460
13567,4934
13567,22500
13567,22537
13587,34065
13587,23040
13587,34040
13587,5057
13587,15841
13587,33440
13587,10725
13587,1883
13587,2691
13587,5015
13593,22300
13593,22267
13595,22271
13595,22305
13595,5485
13595,22285
13595,4456
24032,29886
13601,21991
13601,22009
13601,22177
13601,22000
13601,21806
21083,1064
23987,1551
23987,1530
23987,23825
23987,35289
23987,23649
13627,4905
13629,17726
13629,12599
13629,22322
13629,12597
13631,29480
13631,5213
13636,17987
13636,32598
13636,22321
13636,12598
13636,5800
13637,5218
13643,22280
13643,5481
13643,22265
13645,25086
13645,35342
13645,16995
13645,16358
13645,34532
13657,34697
13657,29647
13657,19858
18150,19542
24060,2689
24060,1329
24060,10689
24060,34037
24060,34053
13710,2689
13710,19545
13710,19553
13710,19570
13710,19582
13710,1329
13710,10689
13710,34037
13710,34053
13690,2710
24052,2710
13697,4911
13701,4912
13703,9143
13756,6332
13759,12687
13774,7094
24084,7186
13777,7095
13777,2892
13780,6338
13780,31180
13780,10907
13796,33395
21149,1010
24217,13781
24217,13622
24217,13748
24217,31746
24217,25701
24217,2583
24235,26866
13877,6324
24175,76
24175,10989
24175,18136
24175,17936
24175,10988
24175,5468
24175,18011
24206,7427
24206,25695
24207,18866
24207,19054
24186,10985
24186,5748
21236,1014
13934,25912
13938,13084
13938,13062
13947,2283
13947,11448
13959,34901
13959,26863
13961,34896
13963,34894
13963,34885
14005,14083
14005,17982
14005,17444
14044,493
14044,9240
14044,30813
14044,496
14044,9235
14044,35376
14044,35404
14057,5238
24407,16541
24407,5665
24407,18760
24407,18793
24407,18761
24407,14126
24407,17755
24407,18762
14149,322
14149,28410
14149,28427
14131,322
14131,28410
14131,28427
14107,17252
21311,616
24531,26930
14213,8011
14262,17261
24584,28299
18604,8057
18604,16921
14360,10879
24656,1357
24656,12314
14392,5219
14408,2594
14408,2597
14408,24901
14459,519
14479,27535
14508,7050
14508,17167
14508,17203
14508,7327
14508,12497
14548,33403
25041,29153
25041,28665
25041,29164
25041,29165
25041,29166
21541,29153
21541,28665
21541,29164
21541,29165
21541,29166
25190,27817
14863,7161
14863,17164
14864,26959
25247,34522
14983,31557
14990,31645
14997,26960
14998,8607
25588,2012
19203,2050
19203,1954
19203,1521
19203,5555
19203,1537
19203,12155
19203,1562
15156,2049
25646,6616
15171,11756
25621,11583
19291,6614
25788,24915
25788,9137
25788,2246
25788,6173
15276,7543
15337,21081
15580,27558
26232,25490
26232,25491
15636,28221
15792,4088
15851,5794
19972,3759
20037,1770
15957,5348
16300,11227
16379,5215
16389,27297
16467,33910
16579,8749
16590,33576
16660,33798
16660,33483
16749,26403
16788,35478
28043,27485
27350,1967
17079,20278
17069,8597
17085,33824
17102,29422
17181,1881
17185,1881
17215,6606
17202,6606
17242,9991
17325,2330
17376,15067
17376,8103
17376,21186
17376,6142
17376,20916
17376,20804
17376,12101
17376,12098
17376,21196
17376,21187
17376,20917
17376,2215
17376,21190
17376,20905
17376,21194
17376,21195
17376,20924
17376,20907
17376,20927
17380,3972
17399,33864
17421,35418
17423,11703
17423,7052
17426,1653
17457,12218
17488,35611
17515,29029
17517,29029
17557,15738
17557,15586
17557,32794
17557,15517
17557,31065
17560,9957
17614,20359
17616,12201
17637,31533
17637,32749
17650,34856
23660,3727
23660,4485
23660,4213
23660,15869
23660,24046
17694,23558
17694,23418
17694,24300
17717,8236
17718,19823
23694,4570
17802,35131
17802,34749
17802,1629
17802,10431
17802,33154
17802,35221
17802,34625
17802,34682
17802,34747
17802,5887
17802,34771
17802,34776
17802,32943
17802,34803
17802,34783
17769,19692
17787,13684
17787,19321
17794,32968
17796,26642
17796,9093
17815,4538
17815,15261
17821,34465
17821,33908
17821,26239
17821,17112
17821,14175
17821,12844
20953,35135
20953,35240
20953,33156
17837,8471
17842,34688
17844,8470
23807,20435
23807,5642
23807,2964
23807,20417
23807,3516
23807,3542
17855,942
17855,24355
17855,24431
17855,371
17860,16515
17860,27028
17860,16627
17860,16551
17869,19174
17879,24464
23837,15973
23837,16116
17884,31360
17884,8913
17884,29771
17884,31331
17884,30404
17884,30553
17884,31261
17884,7803
17888,15388
17888,22372
17888,22452
17888,22389
17888,20242
17888,22410
17893,2973
17906,22578
23842,22498
23842,10730
23842,34038
23842,34051
23883,13610
23883,13806
23883,13808
23883,10125
17916,19613
17923,8046
17924,17788
17924,9195
17926,22478
17929,19614
17933,2736
17935,3850
17937,22386
17937,20241
17937,22402
23893,2289
23893,12409
23893,26027
23893,27239
23893,27244
23893,2107
17961,11473
17961,14960
17961,14956
17961,15110
17961,11421
17961,2742
17961,11474
17987,26970
17992,31218
17992,31216
17992,8064
17997,20211
17997,22397
17997,26318
17997,22361
17997,22384
17997,22354
17997,22392
17997,22396
17997,22391
17997,22355
17997,22379
17997,22403
17997,22448
17997,26800
17997,22398
18000,26050
18000,33509
18000,26801
18000,33508
18000,22385
18000,22447
18034,26047
18034,9817
18034,22383
18034,22444
18035,29355
18035,11809
18035,29346
21046,33022
18063,112
18095,22494
18095,22490
18095,22480
18095,22493
18095,22487
18095,22542
18095,22483
18095,22492
18095,22488
18095,22489
18064,22494
18064,22490
18064,22480
18064,22493
18064,22487
18064,22542
18064,22483
18064,22492
18064,22488
18064,22489
18067,22543
18078,22486
18078,22485
18083,22491
18083,22547
18090,19556
18094,12702
18096,19557
18099,32040
24008,265
24008,9245
24008,27595
18105,19555
18106,19559
18120,2118
18120,22154
18120,22176
18120,22158
24054,7344
24054,26598
24054,18911
24054,19015
24054,18947
24054,18860
24054,18971
18140,22197
18140,6497
18140,6471
18140,6535
18140,6513
18140,22072
18140,6472
18140,6500
18140,5835
18140,1321
18140,26869
18140,22049
18140,22146
18140,22086
18140,6505
18140,22114
18140,6503
18143,26308
18219,8910
18219,31108
18217,33579
18228,33579
24102,5462
24102,71
24102,17955
24102,18135
24102,18115
24102,32911
24102,17937
24102,10614
24102,10984
18169,5462
18169,71
18169,17955
18169,18135
18169,18115
18169,32911
18169,17937
18169,10614
18169,10984
18183,10120
18201,6661
18201,29442
18207,19766
18210,8911
18210,31101
18231,19779
24157,18848
24157,32161
24157,33108
24157,18966
24157,18939
24157,19033
24157,19059
24157,19001
18285,33340
24208,25670
24208,25699
24208,2578
18316,29923
18316,25545
18316,29882
18316,25543
18325,6643
24190,24109
24190,24115
24190,10776
24190,33742
24190,2340
18364,19491
18364,19598
18364,19604
18364,19420
18394,17685
18418,32411
18418,696
21271,696
18428,14922
18428,19506
18428,14921
18428,14915
18432,19445
18432,19484
18445,19378
18458,14006
18459,28051
24417,14101
18536,30877
18524,19384
24542,22745
18545,27475
18563,19389
18603,30847
24719,27975
24719,12816
24719,13038
18638,27975
18638,12816
18638,13038
18647,1293
18647,6156
18648,21919
18648,27887
18661,19485
25059,17441
25059,17445
25059,17470
18853,31857
18847,10764
18847,10863
18832,5763
18832,21528
18883,25894
18929,17221
21670,1931
18972,32556
21714,33854
19069,28325
25463,26339
19085,889
19107,7967
19136,8876
19136,649
19141,7175
19236,13865
25655,30717
25655,13865
19243,30991
19249,5636
19263,5623
19328,24998
25738,1024
25738,738
21995,1024
19352,34583
19522,29971
19527,8959
19574,10832
26134,27616
19720,33675
19735,32716
20014,6685
20433,32232
27870,9226
26982,6967
20617,31650
23414,29564
20903,33786
20950,10468
23760,4527
23760,3718
23760,11745
23760,15856
23760,4411
23760,4328
23760,7934
23760,4468
23760,5224
23760,15262
20967,25191
23819,9258
21013,6666
21033,4837
23848,4837
21035,5757
21042,16376
21051,27170
21051,758
21051,27148
21056,26086
21060,32152
21067,12216
21084,1097
21084,25024
21084,27237
21084,990
21076,667
21076,2421
21076,33218
21077,7491
21077,1098
21086,630
21103,237
21166,1088
21124,1003
21144,1012
21160,1008
21151,1089
24151,27557
21171,2560
21184,31454
21199,977
21188,673
21189,11301
24232,10715
24232,15247
21194,2559
21194,2554
21202,974
24307,1635
21240,958
21242,1075
24377,2635
21270,698
21273,697
21298,691
21298,692
21299,695
21300,689
21315,693
21301,688
21305,690
24473,34060
24473,10924
24473,33432
24428,10183
21337,595
21368,2535
21420,25021
21420,988
21426,2532
21462,641
24909,3001
24966,35393
24966,23916
21539,34523
21595,6769
21676,1076
21684,848
21706,11812
21706,23100
21717,2379
21725,27084
21743,1053
21764,25554
21770,827
25492,1510
25492,2618
25492,11027
25492,242
21865,21729
21914,11872
25647,11453
21985,1110
21985,29301
25782,1005
25782,1177
25782,29584
22184,23079
22217,34561
22319,34565
23119,29238
27442,11264
23444,20928
23444,10421
23444,12589
23444,12900
23444,12615
23444,12987
23444,34216
23444,12648
23444,12297
23444,12639
23444,12641
23444,12945
23444,14183
23444,21109
23444,12634
23444,34421
23444,21129
23444,15074
23444,12638
23444,33708
23444,12646
23445,12115
23445,35516
23445,2284
23445,6827
23472,12582
23472,12547
23472,2887
23474,20707
23474,12583
23474,2885
23474,12545
23489,12452
23552,33093
23586,26056
23586,8301
23626,29511
23626,33041
23638,12513
23643,18613
23645,4601
23645,4597
23645,13203
23667,23254
23667,23263
23667,23589
23667,16169
23667,16060
23658,13218
23658,4637
23658,4436
23658,4608
23658,4314
23658,4599
23662,23259
23662,18709
23662,16067
23662,23283
23662,15777
23662,23267
23662,23270
23662,16171
23662,23250
23662,23276
23662,23591
23662,23564
23663,3023
23668,4214
23668,4320
23668,23260
23668,4636
23668,23251
23668,16170
23668,4361
23668,24034
23668,23590
23668,16061
23668,23274
23668,4461
23668,23286
23668,4611
23670,4379
23670,4462
23670,4319
23670,1493
23670,4607
23670,13221
23670,4212
23673,13208
23676,13162
23676,4385
23676,15863
23676,5209
23676,4575
23676,4428
23676,4634
23676,4311
23676,4362
23676,4591
23680,35161
23680,23810
23680,23655
23680,23791
23680,1566
23680,23726
23680,23687
23680,2962
23682,4306
23682,13116
23688,8395
23693,16742
23693,7799
23697,8428
23704,9808
23704,16028
23704,16151
23704,16036
23704,23212
23704,23222
23705,8414
23705,4430
23705,4380
23707,24147
23707,23421
23707,23557
23709,15920
23709,15653
23713,12462
23723,33852
23723,23816
23723,6925
23723,23785
23723,23653
23726,2240
23726,388
23726,16020
23726,16117
23726,23188
23726,23177
23726,15798
23726,15955
23726,16143
23726,18680
23728,16023
23728,23194
23728,389
23728,16147
23728,18681
23728,15797
23728,2239
23728,23180
23730,2242
23730,16021
23730,23190
23730,35512
23730,23178
23730,16144
23731,2180
23731,23182
23731,16135
23731,16011
23731,23157
23732,3317
23734,1553
23734,2955
23734,23809
23734,23721
23734,23788
23734,23783
23734,23817
23736,16124
23736,5032
23736,16010
23736,15956
23736,15999
23736,16134
23736,5045
23736,15831
23736,15795
23744,16124
23744,5032
23744,16010
23744,15956
23744,15999
23744,16134
23744,5045
23744,15831
23744,15795
23737,2908
23737,8476
23741,11507
23741,11506
23741,14949
23741,14906
23741,14869
23741,11454
23741,11508
23746,2901
23751,4765
23751,4516
23751,4768
23753,16005
23753,5040
23753,16131
23754,5042
23754,16130
23754,16007
23761,20440
23761,20445
23761,7099
23761,3543
23761,3507
23781,16938
23791,17963
23791,24172
23791,57
23791,17960
23791,17949
23791,17930
23791,18141
23791,5470
23791,18117
23791,4963
23791,17957
23791,4965
23791,68
23791,5466
23791,18146
23799,17963
23799,24172
23799,57
23799,17960
23799,17949
23799,17930
23799,18141
23799,5470
23799,18117
23799,4963
23799,17957
23799,4965
23799,68
23799,5466
23799,18146
23800,10148
23801,18113
23801,5471
23801,17956
23801,17922
23801,4961
23801,17950
23801,18143
23801,17959
23805,9265
23805,16927
23805,19329
23805,19334
23805,9259
23814,10509
23817,3587
23817,3603
23817,17724
23817,3690
23825,15252
23825,25243
23825,10720
23825,26640
23825,7456
23825,1782
23825,10714
23828,29482
23828,31984
23828,31983
23828,32445
23828,31980
23828,16389
23828,31982
23828,31981
23828,16313
23829,23674
23829,23682
23829,23717
23829,1560
23829,23657
23829,2959
23829,1512
23829,23804
23829,23740
23830,20197
23832,16097
23832,5094
23833,9371
23833,26252
23833,26225
23833,26280
23833,13319
23833,3797
23833,26209
23840,29187
23841,11479
23841,2741
23841,27240
23841,11469
23841,2069
23845,6654
23853,32183
23855,5020
23855,5065
23856,26281
23856,26250
23856,3792
23856,10657
23856,26276
23856,25966
23856,9290
23856,13312
23856,26218
23857,12181
23866,2054
23866,8813
23868,2056
23872,26030
23872,2288
23872,2109
23872,8812
23872,27241
23873,33446
23875,4220
23875,10033
23875,22686
23875,516
23875,17786
23875,4247
23875,22584
23875,22721
23875,22535
23875,3866
23875,26299
23875,4224
23875,22714
23877,8974
23879,2738
23879,11398
23880,4234
23880,25989
23880,22598
23880,4222
23880,4249
23880,10031
23880,22533
23880,22688
23880,10128
23880,508
23880,22723
23880,22713
23882,31875
23882,32010
23882,7465
23882,10721
23882,26541
23882,15257
23882,32011
23897,5451
23897,8854
23897,8487
23897,3904
23897,8839
23897,5435
23898,26181
23898,30524
23898,30044
23898,26137
23902,2872
23903,7372
23905,5767
23908,3674
23908,9813
23913,8445
23912,8445
23938,8484
23938,8837
23938,5445
23938,5450
23938,35313
23915,2103
23915,2105
23924,22376
23924,8084
23924,11550
23924,32475
23924,11261
23924,4918
23924,10921
23924,16384
23924,32699
23924,15195
23924,33408
23923,9317
23923,7088
23923,9318
23935,17953
23935,18138
23935,5464
23935,8293
23935,67
23928,7373
23933,2303
23940,64
23940,5463
23940,18137
23940,17951
23940,17916
23942,6916
23944,10931
23944,7184
23954,13642
23954,32756
23953,32121
23953,5055
23958,13533
23958,3638
23958,13575
23958,3611
23958,23900
23958,3647
23958,13700
23958,25657
23958,217
23958,3660
23958,3578
23958,13705
23958,13563
23958,13753
23958,3107
23958,13795
23962,9495
23962,12117
23962,11539
23962,9095
23963,22015
23964,5010
23964,33443
23964,34044
23964,2692
23964,10728
23965,3661
23965,3627
23965,13699
23965,13757
23965,3650
23965,3109
23965,221
23965,3646
23965,3584
23965,13797
23965,13712
23965,25658
23965,3575
23965,25686
23981,8809
23981,22014
23997,34214
23997,5232
24001,3626
24001,13560
24001,3634
24001,13570
24001,13802
24002,34042
24002,22582
24002,10711
24003,9083
24003,7183
24005,11253
24005,12809
24005,16355
24019,12105
24009,19013
24009,18864
24009,7872
24009,4061
24009,18872
24011,20330
24011,258
24012,2077
24012,23854
24012,30666
24016,21813
24016,19096
24016,2785
24016,19097
24035,19579
24035,19592
24035,19544
24041,10717
24041,1863
24041,7463
24041,15249
24046,2708
24049,2714
24066,7457
24066,1865
24066,26554
24066,15251
24066,10716
24072,8807
24072,6873
24079,22880
24079,2878
24083,22596
24083,6922
24083,22639
24083,22616
24083,22734
24085,22640
24085,22735
24086,33760
24086,24129
24086,24106
24086,2319
24094,2127
24094,33740
24094,24105
24094,24119
24104,33754
24104,2129
24104,24108
24104,10771
24149,19046
24149,18934
24149,18964
24149,26605
24149,18903
24149,18857
24149,18953
24149,26612
24149,18928
24149,19006
24149,18983
24131,19063
24141,10108
24153,23865
24153,35058
24154,5567
24154,32098
24154,11348
24164,18952
24164,18987
24164,19060
24164,18842
24164,18940
24164,18893
24164,26610
24164,18968
24169,22873
24174,2290
24174,10757
24174,24110
24174,33756
24174,24118
24178,18880
24180,5461
24180,18133
24180,17944
24180,32919
24180,18007
24180,10990
24180,74
24180,17933
24188,22315
24188,22191
24188,17012
24188,22022
24209,31872
24238,8793
24238,2282
24238,32482
24258,15837
24258,5117
24258,23880
24265,26768
24277,26739
24282,5111
24282,3712
24290,29936
24290,29682
24290,30522
24290,9022
24290,32807
24290,19726
24290,34105
24296,27596
24299,17902
24299,14128
24299,14104
24299,16434
24309,11445
24311,5719
24311,35594
24311,12383
24311,8112
24330,24551
24332,8418
24332,22781
24332,22786
24335,13486
24335,13456
24335,17507
24342,17155
24346,22629
24366,27585
24356,27585
24357,2636
24361,4744
24365,6111
24365,3005
24365,17213
24378,12341
24378,14082
24381,32703
24381,29793
24381,34577
24381,6686
24387,14071
24387,3153
24440,14704
24440,11430
24451,22454
24451,33530
24451,19105
24451,3919
24451,33524
24458,1686
24460,14010
24460,16428
24460,14017
24466,12376
24466,8071
