spotify.id,allmusic.id
2836,6057
2836,6040
2836,6053
2836,6166
2836,6034
2836,6049
2836,6037
2847,28866
2848,12254
2848,14250
2848,17225
2959,28613
2958,28609
2872,17388
2872,3925
2872,17332
2872,14269
2872,28779
2872,17317
2872,17319
2872,14330
2872,17345
2874,7347
2874,9369
2874,28464
9555,10524
14385,17674
14385,17565
14385,17095
14385,17582
14385,10694
14385,17626
2879,17674
2879,17565
2879,17095
2879,17582
2879,10694
2879,17626
2880,17675
2880,17569
2880,17627
2965,27153
9526,3268
9526,19188
2887,27106
14361,7328
14361,28672
14361,14090
2956,13992
2956,29222
2956,14038
2956,28625
2956,14155
21435,13992
21435,29222
21435,14038
21435,28625
21435,14155
24731,33389
2898,17734
2898,1456
2898,23977
2899,27161
2900,440
18664,27842
18664,28413
21417,1457
21417,23976
21417,17097
18649,1457
18649,23976
18649,17097
2904,1457
2904,23976
2904,17097
9540,15089
2915,27151
2919,28249
9503,6673
24723,12373
24723,8105
24723,35605
2926,4720
2928,28463
2928,7342
2928,9368
18654,22353
18654,22362
18654,22439
18654,22438
18654,22409
18654,2693
18654,22434
18654,22408
18654,22373
9488,22353
9488,22362
9488,22439
9488,22438
9488,22409
9488,2693
9488,22434
9488,22408
9488,22373
2937,28604
2942,32670
2942,17080
2947,10036
2947,25717
2950,17566
2950,13416
2950,13494
2950,17567
2950,17667
2951,9485
2951,9995
2951,9994
2951,18374
2952,28631
2952,34459
2952,10050
2952,25718
2954,95
2954,33293
2954,17494
2954,34963
2954,46
2954,7873
2954,29848
24734,8111
24734,35539
24734,12379
2955,14251
2960,16766
24718,16766
2963,441
2971,27154
2973,27745
2973,27691
2973,27761
2973,27760
2973,27692
2973,27683
2985,14234
2988,13739
2988,13766
2989,31564
3062,23856
2996,14138
2996,14030
9565,11511
3076,14136
3076,14150
3076,29226
3076,14036
24815,18817
21447,14136
21447,14150
21447,29226
21447,14036
3041,8495
3073,13500
3073,13366
3073,17618
9665,19082
3030,14136
3030,14150
3030,29226
3030,14036
3002,14132
3002,14034
3008,5626
3042,5701
3042,29268
24824,2442
24824,2496
24761,28593
9636,28593
3017,17596
3017,17517
3017,17516
3017,17558
3017,17659
3017,13348
3017,17612
3017,13423
3022,14133
9605,34430
21469,13596
21469,13461
3061,16594
24770,32983
3067,5186
14481,5186
24775,5186
3070,6716
3071,14537
9630,8925
9630,12329
9630,25711
9630,1409
9630,12308
3075,18381
3087,14131
3087,14033
18715,8609
3100,7884
3100,4933
24862,10756
24862,10698
3109,10759
3109,10691
3134,17490
3134,23913
3139,28873
3114,23013
3114,22943
3114,8896
3121,23971
3121,17531
3125,35279
3125,27698
18737,10692
3127,27725
3127,27769
3127,27711
3127,27710
3127,27627
3132,28451
3132,200
3132,7335
3143,16565
3162,13396
21487,13396
3164,5764
3175,1879
3178,29224
3178,14144
3178,14028
3180,33404
3184,15263
3184,16571
3186,28569
3188,22908
3188,20
3188,22964
3188,12500
3199,28629
3199,27727
3201,27652
3201,27664
3201,27718
3201,27744
9848,21652
9848,21639
9848,21649
9848,24846
3225,9141
24980,25773
3234,18414
21517,28651
21517,28655
24919,33986
18791,8250
3263,28511
3263,28564
3263,28493
3265,30898
3265,30876
3269,13365
3269,17613
3269,13499
3272,13035
3272,13014
3272,12815
3275,13034
3275,28633
3275,13010
3275,12812
3276,28540
3276,28500
3276,28519
3276,28565
3276,28494
3276,28497
3276,28578
3276,28539
3277,8264
3287,8915
3290,2589
3307,3134
3293,11561
3313,23968
3313,2140
3313,23954
3313,3486
3339,3051
3339,23884
3339,25714
3339,12345
3339,1405
25078,3051
25078,23884
25078,25714
25078,12345
25078,1405
3382,5734
3316,1689
25023,1689
3393,8061
3325,967
3378,3487
3378,2143
25022,1932
9900,6206
18829,28521
18829,28501
18829,28491
18829,28576
18829,28572
18829,31585
18829,28441
18829,28502
18829,28545
3341,4287
3341,4285
25024,5721
18822,25709
18822,12333
18822,1403
3349,21648
3349,24847
3349,21640
3377,28206
3377,28401
3386,18409
25060,22818
25060,22780
25069,16391
25069,7359
3397,8060
3405,22344
3405,22331
3415,27869
3415,21872
3415,12338
3415,27897
3415,1404
3415,28891
3428,31723
3445,35623
14779,28691
18891,11706
18891,28691
3430,19522
3430,29274
3512,5598
3512,533
3512,28029
3512,5577
3443,9455
3479,30854
3498,30855
3459,4775
3506,30856
3463,30849
3483,26982
10066,502
3494,10556
3497,17234
3501,33263
3507,9757
3510,26737
3511,10488
3511,13331
3516,12169
10022,27722
14738,20557
3524,33267
3533,28608
3537,1674
21610,19119
25164,7042
3551,10774
3630,13246
3630,5383
3630,6359
3630,13142
25154,1858
25154,7174
3560,5258
10119,14928
10119,11402
10119,11001
10119,11005
3572,29292
3615,13137
3615,6356
3615,5385
3598,28432
3599,27708
3599,27729
3599,27709
3599,27707
3599,27767
10103,27708
10103,27729
10103,27709
10103,27707
10103,27767
3642,28333
3651,9438
3627,12465
3627,5600
3627,5580
3631,2606
3631,7831
3631,18379
3631,18396
3632,8938
3633,5384
3633,13136
3633,6731
3646,28114
3646,28124
3646,28126
3646,8937
3649,3032
3649,4758
3658,14360
25196,10493
25196,10196
25196,2281
25293,29807
25293,29808
25293,5370
18989,32969
25292,27567
3690,28234
3700,25505
3701,23960
3701,2137
3701,23956
3706,4750
3709,28233
3716,12400
3727,30227
3727,29819
3727,29825
3752,309
3849,4893
25367,22775
19014,20656
10263,20656
25338,22691
25338,22600
25338,20216
25338,24874
25338,22748
19035,32299
3854,23919
3777,28034
25324,5229
3782,212
3796,28354
3823,28354
3797,5783
3798,12419
3812,30072
3820,17233
3821,25778
25354,25778
3822,3761
3883,11267
25333,11717
3835,24347
3836,27185
3842,13189
3842,13272
3842,13241
3842,3035
3842,5381
3842,13143
10261,15578
10261,15897
3848,6683
3848,31536
3873,11567
3873,28193
3873,28192
25364,6223
25364,17871
25364,6229
25364,6199
25364,5066
25364,6213
25364,17865
3960,28018
3960,9136
3889,2602
3889,3219
3894,8873
19102,7620
10433,35528
3987,35350
3987,35346
14973,35350
14973,35346
21752,3297
21752,1239
3901,11913
21748,8780
21748,25530
10423,27995
3910,7939
3910,29233
3941,33466
14984,863
3940,863
3953,7923
10427,9157
3968,9157
3970,27993
3975,35499
3975,2021
3979,10845
3979,2017
3979,10296
3979,10792
4004,13329
4010,28547
4010,2345
19159,9948
4020,27802
19124,29784
19124,29830
19124,29657
4033,6388
4039,32064
4040,27962
4040,10306
4040,2863
4040,10858
10563,28046
4057,28379
4059,29287
4073,31560
4073,2334
4090,5122
4090,7928
4091,27989
4091,27977
4091,2866
10550,21566
10550,21596
10550,21572
10550,21571
25529,11285
4097,2864
4097,27961
25509,3162
25509,33076
25509,1543
25509,6236
4125,1755
4181,13149
4181,13200
4181,13295
4134,13299
4134,13156
4142,11455
4142,20426
4176,28674
4176,28679
4176,28683
4176,28857
4176,28069
15107,29065
25602,33473
25602,28714
4227,1589
19197,12442
4191,29469
15132,8015
4198,1676
4201,3239
4209,3312
4210,13303
4210,13151
4210,13237
4211,9163
4214,32120
4224,435
4225,26091
4230,8254
4230,27322
4248,13157
4248,13263
4248,13195
4249,9746
10679,15711
25653,10678
4263,5635
4268,4725
25634,32281
10682,28938
4275,6387
4278,32547
21916,13496
21916,10062
21916,13370
21916,17614
4308,26193
4312,3267
4318,27966
4318,27967
4321,7933
4322,27969
4322,11241
4322,27971
10684,1941
25619,28377
25619,28348
4375,21220
4394,7924
4419,13326
4424,3308
19329,25014
19329,24914
4431,23991
4431,23986
4431,23970
4431,23988
4431,23985
4431,23989
4431,23999
4431,11148
4431,23990
4431,23987
4432,21933
10808,28951
4436,31461
4436,8039
4436,34178
4462,31150
4512,31995
4512,3038
4512,1393
4512,23886
19343,31995
19343,3038
19343,1393
19343,23886
4478,11603
25791,3493
4504,28003
4506,27126
25751,24668
25751,14020
4507,35549
15299,28790
4525,28790
4517,11565
4517,10622
4518,33608
4529,9709
4532,7536
4532,20333
4537,9739
19366,11566
4541,11566
4546,35518
4554,5708
4555,6389
4566,32509
4568,12410
10983,35524
10967,34194
19402,8228
19432,25020
4624,24986
4624,4233
4586,28175
4634,28178
4630,9177
4645,3233
4647,29234
19494,33323
19494,31802
4676,33262
19502,10679
19502,21527
4684,29532
4690,9750
4690,6317
25915,9750
25915,6317
4710,33298
4741,19272
4741,11804
4741,19266
4819,21515
26017,31733
26017,19165
4767,3216
11151,3216
4784,12269
11135,16496
4826,12275
4827,8012
4833,32063
26032,28219
26032,28217
26032,26331
4838,18359
4838,28061
4838,18403
4838,28060
4838,28062
11186,24808
11186,13134
4916,9221
4940,10686
4968,27619
4978,732
4978,25562
5022,28022
5022,28028
26129,27617
26129,27622
5047,27617
5047,27622
5063,34195
5148,27982
5148,27770
5177,25566
5234,545
5371,26449
5528,27553
5591,18369
5575,18369
5604,18372
5650,31563
22742,5675
5799,16604
5807,4075
16190,4075
22773,11609
5957,32512
22840,11136
26755,34540
5985,5322
5989,3963
26826,5804
6094,5804
23021,12011
23021,32277
6298,12011
6298,32277
12037,12011
6224,32279
6223,8619
6318,34445
23092,26354
23050,26354
6382,26661
6405,12469
6510,33615
27077,26337
27103,3860
6616,26295
16765,6691
27178,6691
6666,6659
20715,19138
6712,5302
6721,11130
12316,20659
28048,20649
27370,3823
27385,11597
6932,28982
6937,32857
20826,12478
6952,26072
6971,34032
6972,9775
28335,9775
7019,7708
27461,2010
28268,31913
17083,20129
17226,5747
12596,6612
12596,3168
17418,12053
12755,5774
12755,27320
12747,31191
12747,25987
12747,25926
12765,25471
12765,7200
7215,20180
23510,32023
23510,21058
23510,7621
7216,32023
7216,21058
7216,7621
7224,3498
7224,12357
7224,19855
7224,3504
7224,12364
7224,12361
7224,3503
7224,3500
7224,3552
7229,3185
7232,3175
7255,2930
7255,29398
7255,7745
7255,2843
7255,12873
7255,29399
7255,29397
7255,5036
7255,20387
7255,7737
12839,3515
12839,3446
17483,5973
23528,32026
23523,6828
23523,19953
23523,20710
7277,6828
7277,19953
7277,20710
12843,26912
7283,3604
23532,9364
7297,35301
7299,19840
7333,20177
12863,20832
12863,8818
7381,34212
7385,21465
7385,21567
7385,21563
7385,21569
7385,21564
7385,21562
7385,341
7420,21465
7420,21567
7420,21563
7420,21569
7420,21564
7420,21562
7420,341
7425,29457
7425,35272
7425,35273
7425,12908
7391,32967
7426,277
7426,19661
7426,19660
7426,19952
7426,20086
7426,19657
7426,20120
7426,7411
7407,2620
7407,3744
7407,23819
7407,32449
7410,21253
7410,233
7410,11546
7410,21632
7410,21594
7410,21247
7410,21399
7410,21460
7410,936
17584,3277
7489,1946
12954,20814
12954,20867
12954,20817
12959,20865
12959,20815
12959,20818
7484,31816
7495,25608
12984,30336
12984,34875
12984,5854
12984,27039
12984,31099
12984,34878
12984,35740
12984,30580
12984,2758
12984,35150
12984,35243
12984,35172
7581,30204
7581,6784
7581,18604
7585,21241
7585,21365
7585,230
7585,268
7585,21246
7585,21606
7596,20181
13030,2847
13030,20394
13030,29190
13030,12968
13030,7750
13030,29400
13030,3294
13030,34380
7602,21591
7602,12401
7602,21634
7620,19700
7750,9101
7750,18585
13083,3413
13083,24652
13083,35230
13083,33260
13083,7777
17700,2624
7689,23262
7689,16063
7689,16167
7689,23581
7689,23253
17667,12445
23669,16058
23669,23245
23669,16166
23669,23578
23669,23244
23665,23265
23665,23278
23665,23588
23665,23256
23665,23284
23665,16168
23665,16059
7680,23427
7680,23436
7680,23402
7680,23466
7680,23410
7680,19808
7680,23441
7680,23448
7680,23454
7680,23450
7680,23542
23664,23264
23664,16064
23664,23255
23664,23567
23664,23582
23664,16173
23664,18744
7735,33736
13078,8730
13078,7387
13078,15494
13078,32890
13078,31040
13078,35529
13078,8233
13105,8730
13105,7387
13105,15494
13105,32890
13105,31040
13105,35529
13105,8233
7819,6847
7820,33463
7820,33764
23703,23217
23703,9862
23703,16046
23703,16156
23703,16027
23703,23227
7778,2861
7778,24260
7778,24308
7778,15156
23699,32288
7775,9741
7840,24329
7840,19830
13118,21224
13121,4192
17723,24131
17723,1814
17723,24116
17724,12832
17724,33901
17724,13017
17724,14191
23710,8426
23710,3017
23710,18475
23710,24022
7809,24514
7823,24514
7823,16159
7823,9870
7823,23220
7823,16040
7823,24228
7823,23228
7823,16050
13112,34667
13112,20049
13112,30094
13112,3793
13112,30081
13112,32827
13112,30546
13112,30327
13112,3775
13112,20068
13112,30473
13112,34655
13112,34672
13112,29375
13112,31452
13112,252
13112,24625
13112,19986
13112,30533
13112,30481
13112,26196
13112,10212
13112,30058
13112,30079
13112,26147
13112,26177
7830,3200
7843,156
7843,24661
7843,2220
7843,180
7854,3765
23701,16042
23701,15800
23701,23502
23701,23218
23701,18686
23701,9272
23701,16152
23701,9126
23701,9807
23701,23213
23701,16029
7858,6846
7990,7798
7990,16745
7990,33294
13201,6290
13201,3269
7908,33761
7965,33761
7956,26667
17770,34693
17770,19318
17770,13678
17789,19314
17789,34593
17789,13680
7890,16215
13158,24412
7891,428
7891,16264
13202,20003
13202,34649
13202,20040
13202,34616
13202,19874
7904,24388
7904,31841
7921,28900
7921,24411
7921,24475
7923,14199
23724,2296
23724,23186
23724,16014
23724,23175
23724,16141
7927,16137
7927,23184
7927,19370
7927,2230
7927,16013
7927,23173
7927,19371
7929,24377
7967,13679
7967,33880
7967,19312
7967,10084
7967,34691
7967,2209
7958,15693
7958,31084
13189,940
13189,15593
7978,16510
7978,4882
7978,18455
7957,18480
7957,18498
7957,16511
7957,4883
7977,16736
7985,35137
7985,32651
13254,16947
17811,18057
17811,35680
17811,434
17811,35703
17811,6583
17811,16723
17811,18238
23764,13819
23764,13588
23764,16935
23764,26886
23764,10034
23764,9190
23750,16125
23750,5034
23750,16001
13277,34753
13237,13811
13237,3028
13230,16908
8026,13811
8026,3028
23745,215
23745,9266
8082,2202
8043,20443
8043,7092
8043,20421
8043,20439
8015,34796
8015,29357
8015,31021
8015,30029
8015,8150
8015,32812
8015,11244
8015,29863
8015,29959
8005,4790
8005,30739
8005,25213
8005,4454
8005,4443
13261,3892
13214,23618
13214,23801
13214,18186
13214,23703
13214,23728
13214,23765
13214,23777
13214,23782
13214,23798
13214,23707
13214,23306
13214,23702
8027,6995
8027,4786
8027,5282
8027,5269
8027,30734
8027,25211
8027,4448
23769,24183
23769,2902
23769,24049
23769,24064
23769,8478
23769,24066
8061,15129
8062,16890
8064,12780
13270,3895
23735,16000
23735,5033
23735,16126
8075,15507
8086,9540
8086,24472
8088,31034
8088,29623
8096,16835
8106,17084
8106,4870
8106,18515
23804,9910
17862,16646
17862,16961
17862,16632
23788,26891
23788,13508
23788,13812
8126,146
8126,17925
8149,8815
8149,26052
8149,27267
17853,8815
17853,26052
17853,27267
23789,24262
23789,24272
8121,17924
8121,144
17833,8462
13339,1183
13339,1375
13339,34761
13339,30119
13339,1153
13339,1184
17845,34695
8132,4807
8132,25188
8198,9473
8198,21574
8198,3150
8198,9505
17851,9473
17851,21574
17851,3150
17851,9505
8199,9473
8199,21574
8199,3150
8199,9505
8135,9473
8135,21574
8135,3150
8135,9505
13340,30352
13340,16501
13340,16503
13340,20229
13340,4820
8158,21842
8158,21816
8158,24729
8158,21819
8158,24746
8158,24750
8158,24679
8158,21843
23803,19333
23803,19323
23803,16930
8166,4802
8180,7115
8180,14603
8180,35586
8180,14633
8180,17802
23785,4962
23785,65
23785,18116
23785,18145
23785,17919
23785,17958
23785,17921
23785,17909
23785,17948
23785,3291
23785,5467
23785,24173
13343,23109
8190,12538
8190,24164
